"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-15 01:00","2018","01","15","01:00","-8.9","","-10.8","","86","","17","","19","","8.1","","90.65","","","","-16","","Snow"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-15 02:00","2018","01","15","02:00","-9.2","","-10.9","","88","","17","","20","","11.3","","90.60","","","","-17","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-15 03:00","2018","01","15","03:00","-9.7","","-11.5","","87","","18","","18","","11.3","","90.57","","","","-17","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-15 04:00","2018","01","15","04:00","-10.4","","-11.9","","89","","18","","19","","11.3","","90.54","","","","-18","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-15 05:00","2018","01","15","05:00","-10.0","","-11.4","","90","","19","","17","","4.0","","90.49","","","","-17","","Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-15 06:00","2018","01","15","06:00","-9.9","","-11.4","","89","","18","","31","","4.8","","90.45","","","","-20","","Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-15 07:00","2018","01","15","07:00","-9.9","","-11.5","","88","","18","","26","","6.4","","90.39","","","","-19","","Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-15 08:00","2018","01","15","08:00","-10.2","","-11.9","","87","","18","","27","","8.1","","90.35","","","","-19","","Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-15 09:00","2018","01","15","09:00","-10.2","","-11.9","","88","","18","","26","","8.1","","90.33","","","","-19","","Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-15 10:00","2018","01","15","10:00","-9.7","","-11.7","","86","","18","","23","","8.1","","90.26","","","","-18","","Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-15 11:00","2018","01","15","11:00","-8.1","","-10.1","","86","","18","","23","","6.4","","90.19","","","","-16","","Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-15 12:00","2018","01","15","12:00","-6.7","","-9.4","","81","","18","","23","","16.1","","90.06","","","","-14","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-15 13:00","2018","01","15","13:00","-6.0","","-8.8","","81","","17","","24","","9.7","","89.97","","","","-13","","Haze"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-15 14:00","2018","01","15","14:00","-5.4","","-8.1","","81","","18","","28","","8.1","","89.88","","","","-13","","Haze"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-15 15:00","2018","01","15","15:00","-6.6","","-9.1","","83","","17","","26","","4.8","","89.81","","","","-15","","Haze"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-15 16:00","2018","01","15","16:00","-7.5","","-9.4","","86","","19","","26","","4.8","","89.75","","","","-16","","Haze"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-15 17:00","2018","01","15","17:00","-7.4","","-9.0","","88","","18","","19","","6.4","","89.70","","","","-14","","Haze"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-15 18:00","2018","01","15","18:00","-7.3","","-8.5","","91","","18","","18","","4.0","","89.62","","","","-14","","Ice Crystals"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-15 19:00","2018","01","15","19:00","-7.8","","-9.0","","91","","18","","19","","3.6","","89.57","","","","-15","","Freezing Drizzle"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-15 20:00","2018","01","15","20:00","-8.2","","-9.5","","91","","19","","13","","0.8","","89.50","","","","-14","","Freezing Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-15 21:00","2018","01","15","21:00","-8.2","","-9.5","","90","","18","","12","","1.0","","89.40","","","","-14","","Snow,Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-15 22:00","2018","01","15","22:00","-8.5","","-9.9","","90","","22","","15","","3.2","","89.31","","","","-15","","Fog"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-15 23:00","2018","01","15","23:00","-8.5","","-9.9","","90","","21","","17","","16.1","","89.24","","","","-15","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-16 00:00","2018","01","16","00:00","-8.2","","-9.6","","90","","21","","20","","16.1","","89.17","","","","-16","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-16 01:00","2018","01","16","01:00","-9.8","","-11.4","","88","","20","","12","","16.1","","89.09","","","","-16","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-16 02:00","2018","01","16","02:00","-10.5","","-12.2","","87","","19","","15","","16.1","","89.06","","","","-17","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-16 03:00","2018","01","16","03:00","-7.5","","-9.0","","90","","22","","13","","16.1","","89.05","","","","-13","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-16 04:00","2018","01","16","04:00","-5.9","","-8.1","","85","","21","","8","","16.1","","88.96","","","","-10","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-16 05:00","2018","01","16","05:00","-8.5","","-9.8","","90","","17","","5","","16.1","","88.90","","","","-11","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-16 06:00","2018","01","16","06:00","-5.9","","-8.7","","81","","21","","7","","16.1","","88.85","","","","-9","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-16 07:00","2018","01","16","07:00","-2.8","","-6.8","","74","","20","","11","","24.1","","88.83","","","","-7","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-16 08:00","2018","01","16","08:00","-4.3","","-7.2","","80","","20","","10","","24.1","","88.78","","","","-8","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-16 09:00","2018","01","16","09:00","-1.8","","-6.3","","71","","19","","8","","64.4","","88.75","","","","-5","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-16 10:00","2018","01","16","10:00","-1.9","","-6.0","","74","","19","","9","","64.4","","88.77","","","","-5","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-16 11:00","2018","01","16","11:00","0.2","","-6.1","","63","","19","","5","","64.4","","88.76","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-16 12:00","2018","01","16","12:00","3.6","","-4.3","","56","","15","","4","","64.4","","88.68","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-16 13:00","2018","01","16","13:00","4.6","","-3.5","","56","","36","","3","","64.4","","88.63","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-16 14:00","2018","01","16","14:00","6.8","","-3.6","","47","","18","","5","","64.4","","88.57","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-16 15:00","2018","01","16","15:00","6.4","","-3.2","","50","","18","","4","","64.4","","88.55","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-16 16:00","2018","01","16","16:00","4.3","","-3.2","","58","","18","","9","","64.4","","88.52","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-16 17:00","2018","01","16","17:00","6.8","","-3.1","","49","","22","","8","","64.4","","88.51","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-16 18:00","2018","01","16","18:00","7.8","","-3.6","","44","","27","","19","","24.1","","88.47","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-16 19:00","2018","01","16","19:00","8.9","","-4.2","","39","","28","","29","","24.1","","88.47","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-16 20:00","2018","01","16","20:00","7.2","","-3.8","","46","","30","","39","","24.1","","88.53","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-16 21:00","2018","01","16","21:00","7.3","","-6.0","","38","","26","","19","","24.1","","88.67","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-16 22:00","2018","01","16","22:00","6.3","","-6.0","","41","","27","","30","","24.1","","88.72","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-16 23:00","2018","01","16","23:00","5.7","","-8.2","","36","","27","","30","","24.1","","88.78","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-17 00:00","2018","01","17","00:00","4.9","","-9.3","","35","","27","","30","","24.1","","88.89","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-17 01:00","2018","01","17","01:00","2.3","","-8.6","","44","","21","","12","","24.1","","88.94","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-17 02:00","2018","01","17","02:00","2.6","","-10.7","","37","","23","","11","","24.1","","88.98","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-17 03:00","2018","01","17","03:00","0.6","","-10.9","","42","","23","","6","","24.1","","89.02","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-17 04:00","2018","01","17","04:00","2.7","","-10.2","","38","","27","","14","","24.1","","89.04","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-17 05:00","2018","01","17","05:00","3.4","","-10.4","","36","","27","","21","","24.1","","89.03","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-17 06:00","2018","01","17","06:00","4.2","","-10.7","","33","","27","","25","","24.1","","89.02","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-17 07:00","2018","01","17","07:00","2.8","","-9.9","","39","","29","","10","","24.1","","89.00","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-17 08:00","2018","01","17","08:00","4.1","","-11.0","","32","","26","","14","","64.4","","88.94","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-17 09:00","2018","01","17","09:00","2.5","","-9.6","","41","","16","","13","","64.4","","88.92","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-17 10:00","2018","01","17","10:00","3.4","","-9.7","","38","","23","","15","","64.4","","88.92","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-17 11:00","2018","01","17","11:00","3.4","","-9.3","","39","","22","","14","","64.4","","88.94","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-17 12:00","2018","01","17","12:00","3.2","","-7.6","","45","","18","","14","","64.4","","88.80","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-17 13:00","2018","01","17","13:00","3.5","","-10.0","","37","","18","","8","","64.4","","88.66","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-17 14:00","2018","01","17","14:00","2.0","","-7.8","","48","","17","","11","","64.4","","88.55","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-17 15:00","2018","01","17","15:00","2.0","","-6.7","","53","","18","","10","","64.4","","88.47","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-17 16:00","2018","01","17","16:00","1.2","","-5.6","","60","","14","","3","","64.4","","88.41","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-17 17:00","2018","01","17","17:00","1.9","","-6.4","","54","","20","","8","","64.4","","88.38","","","","","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-17 18:00","2018","01","17","18:00","1.6","","-6.6","","54","","21","","11","","24.1","","88.29","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-17 19:00","2018","01","17","19:00","0.9","","-7.5","","54","","18","","12","","24.1","","88.21","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-17 20:00","2018","01","17","20:00","0.5","","-6.6","","59","","22","","15","","24.1","","88.11","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-17 21:00","2018","01","17","21:00","-0.4","","-6.4","","64","","17","","5","","24.1","","87.97","","","","-2","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-17 22:00","2018","01","17","22:00","-2.6","","-7.8","","68","","19","","12","","24.1","","87.88","","","","-7","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-17 23:00","2018","01","17","23:00","0.9","","-6.2","","59","","16","","7","","24.1","","87.83","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-18 00:00","2018","01","18","00:00","-2.5","","-7.1","","71","","29","","3","","24.1","","87.80","","","","-4","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-18 01:00","2018","01","18","01:00","-2.8","","-6.9","","73","","17","","11","","24.1","","87.71","","","","-7","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-18 02:00","2018","01","18","02:00","-1.2","","-5.3","","74","","18","","23","","24.1","","87.62","","","","-7","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-18 03:00","2018","01","18","03:00","4.9","","-3.0","","57","","21","","15","","24.1","","87.57","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-18 04:00","2018","01","18","04:00","3.4","","-3.5","","61","","25","","10","","24.1","","87.54","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-18 05:00","2018","01","18","05:00","3.0","","-3.1","","64","","16","","17","","24.1","","87.39","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-18 06:00","2018","01","18","06:00","3.6","","-2.8","","63","","18","","14","","24.1","","87.38","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-18 07:00","2018","01","18","07:00","3.4","","-2.0","","68","","17","","13","","24.1","","87.36","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-18 08:00","2018","01","18","08:00","3.9","","-2.3","","64","","18","","12","","24.1","","87.35","","","","","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-18 09:00","2018","01","18","09:00","4.9","","-1.5","","63","","25","","8","","24.1","","87.37","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-18 10:00","2018","01","18","10:00","5.2","","-0.9","","65","","23","","16","","64.4","","87.35","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-18 11:00","2018","01","18","11:00","5.9","","-1.0","","61","","24","","13","","64.4","","87.40","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-18 12:00","2018","01","18","12:00","6.8","","-1.5","","55","","27","","14","","64.4","","87.42","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-18 13:00","2018","01","18","13:00","7.3","","-1.2","","55","","26","","16","","64.4","","87.34","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-18 14:00","2018","01","18","14:00","8.3","","-5.0","","39","","23","","28","","24.1","","87.27","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-18 15:00","2018","01","18","15:00","7.7","","-6.4","","36","","25","","12","","24.1","","87.29","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-18 16:00","2018","01","18","16:00","6.0","","-4.6","","47","","25","","16","","24.1","","87.31","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-18 17:00","2018","01","18","17:00","4.7","","-5.2","","49","","27","","22","","24.1","","87.42","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-18 18:00","2018","01","18","18:00","2.3","","-4.4","","61","","26","","22","","24.1","","87.45","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-18 19:00","2018","01","18","19:00","1.0","","-4.1","","69","","24","","12","","24.1","","87.41","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-18 20:00","2018","01","18","20:00","1.8","","-8.3","","47","","24","","17","","24.1","","87.33","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-18 21:00","2018","01","18","21:00","1.1","","-10.9","","41","","26","","20","","24.1","","87.36","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-18 22:00","2018","01","18","22:00","-1.7","","-11.0","","49","","8","","14","","24.1","","87.38","","","","-6","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-18 23:00","2018","01","18","23:00","0.4","","-12.1","","39","","34","","5","","24.1","","87.45","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-19 00:00","2018","01","19","00:00","-0.4","","-12.1","","41","","13","","5","","24.1","","87.49","","","","-2","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-19 01:00","2018","01","19","01:00","0.1","","-12.1","","40","","24","","9","","24.1","","87.48","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-19 02:00","2018","01","19","02:00","0.1","","-12.7","","38","","27","","10","","24.1","","87.47","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-19 03:00","2018","01","19","03:00","-3.3","","-12.8","","48","","20","","13","","24.1","","87.52","","","","-8","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-19 04:00","2018","01","19","04:00","-2.7","","-12.2","","48","","21","","8","","24.1","","87.53","","","","-6","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-19 05:00","2018","01","19","05:00","-1.4","","-12.1","","44","","22","","13","","24.1","","87.53","","","","-6","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-19 06:00","2018","01","19","06:00","-3.8","","-12.2","","53","","22","","8","","24.1","","87.53","","","","-7","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-19 07:00","2018","01","19","07:00","-3.5","","-11.9","","52","","21","","9","","24.1","","87.54","","","","-7","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-19 08:00","2018","01","19","08:00","-5.0","","-12.2","","57","","18","","9","","64.4","","87.57","","","","-9","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-19 09:00","2018","01","19","09:00","-2.9","","-12.2","","49","","25","","4","","64.4","","87.59","","","","-4","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-19 10:00","2018","01","19","10:00","1.5","","-12.0","","36","","28","","14","","64.4","","87.64","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-19 11:00","2018","01","19","11:00","2.4","","-11.7","","35","","27","","23","","64.4","","87.66","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-19 12:00","2018","01","19","12:00","3.1","","-11.3","","34","","27","","17","","64.4","","87.65","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-19 13:00","2018","01","19","13:00","4.0","","-11.2","","32","","28","","22","","64.4","","87.64","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-19 14:00","2018","01","19","14:00","4.3","","-11.2","","32","","29","","27","","64.4","","87.63","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-19 15:00","2018","01","19","15:00","4.0","","-11.3","","32","","28","","23","","64.4","","87.64","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-19 16:00","2018","01","19","16:00","3.7","","-11.2","","33","","28","","24","","64.4","","87.70","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-19 17:00","2018","01","19","17:00","2.3","","-11.3","","36","","27","","21","","64.4","","87.75","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-19 18:00","2018","01","19","18:00","1.8","","-11.3","","37","","28","","22","","32.2","","87.78","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-19 19:00","2018","01","19","19:00","0.9","","-11.2","","40","","27","","19","","24.1","","87.78","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-19 20:00","2018","01","19","20:00","1.1","","-11.3","","39","","27","","24","","24.1","","87.80","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-19 21:00","2018","01","19","21:00","0.6","","-11.4","","40","","27","","18","","24.1","","87.83","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-19 22:00","2018","01","19","22:00","0.4","","-11.9","","39","","27","","22","","24.1","","87.86","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-19 23:00","2018","01","19","23:00","0.0","","-12.2","","40","","27","","19","","24.1","","87.89","","","","-5","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-20 00:00","2018","01","20","00:00","0.2","","-12.3","","39","","27","","24","","24.1","","87.92","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-20 01:00","2018","01","20","01:00","0.2","","-12.5","","38","","28","","23","","24.1","","87.93","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-20 02:00","2018","01","20","02:00","0.5","","-12.6","","37","","27","","29","","24.1","","87.95","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-20 03:00","2018","01","20","03:00","0.5","","-12.3","","38","","27","","18","","24.1","","87.99","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-20 04:00","2018","01","20","04:00","0.4","","-12.2","","38","","27","","13","","24.1","","88.01","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-20 05:00","2018","01","20","05:00","0.2","","-12.1","","39","","28","","18","","24.1","","88.01","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-20 06:00","2018","01","20","06:00","-1.2","","-11.8","","44","","36","","1","","24.1","","88.02","","","","-2","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-20 07:00","2018","01","20","07:00","-3.2","","-12.1","","50","","18","","10","","24.1","","88.05","","","","-7","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-20 08:00","2018","01","20","08:00","-3.4","","-11.8","","53","","17","","9","","64.4","","88.06","","","","-7","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-20 09:00","2018","01","20","09:00","-5.1","","-12.1","","58","","19","","13","","64.4","","88.08","","","","-10","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-20 10:00","2018","01","20","10:00","-3.6","","-11.6","","54","","18","","13","","64.4","","88.10","","","","-8","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-20 11:00","2018","01","20","11:00","-1.5","","-9.9","","53","","20","","11","","64.4","","88.14","","","","-5","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-20 12:00","2018","01","20","12:00","3.5","","-9.9","","37","","27","","9","","64.4","","88.16","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-20 13:00","2018","01","20","13:00","4.6","","-10.5","","33","","28","","24","","64.4","","88.13","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-20 14:00","2018","01","20","14:00","4.3","","-10.8","","32","","28","","22","","64.4","","88.14","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-20 15:00","2018","01","20","15:00","3.9","","-10.0","","36","","27","","8","","64.4","","88.18","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-20 16:00","2018","01","20","16:00","3.4","","-9.4","","39","","24","","9","","80.5","","88.22","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-20 17:00","2018","01","20","17:00","2.8","","-9.9","","39","","23","","7","","64.4","","88.25","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-20 18:00","2018","01","20","18:00","1.6","","-10.7","","40","","24","","7","","24.1","","88.30","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-20 19:00","2018","01","20","19:00","0.7","","-11.0","","41","","26","","9","","24.1","","88.31","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-20 20:00","2018","01","20","20:00","1.4","","-11.9","","37","","28","","22","","24.1","","88.31","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-20 21:00","2018","01","20","21:00","1.3","","-12.2","","36","","28","","17","","24.1","","88.35","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-20 22:00","2018","01","20","22:00","1.3","","-11.8","","37","","29","","24","","24.1","","88.41","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-20 23:00","2018","01","20","23:00","1.0","","-12.1","","37","","27","","14","","24.1","","88.45","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-21 00:00","2018","01","21","00:00","0.9","","-11.8","","38","","26","","13","","24.1","","88.49","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-21 01:00","2018","01","21","01:00","-3.6","","-11.8","","53","","14","","11","","24.1","","88.51","","","","-8","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-21 02:00","2018","01","21","02:00","-3.5","","-12.2","","51","","17","","10","","24.1","","88.50","","","","-7","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-21 03:00","2018","01","21","03:00","-4.9","","-12.4","","56","","19","","12","","24.1","","88.51","","","","-10","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-21 04:00","2018","01","21","04:00","-6.3","","-13.6","","57","","16","","8","","24.1","","88.49","","","","-10","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-21 05:00","2018","01","21","05:00","-6.0","","-12.4","","61","","19","","7","","24.1","","88.48","","","","-9","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-21 06:00","2018","01","21","06:00","-6.6","","-11.9","","66","","36","","2","","24.1","","88.46","","","","-8","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-21 07:00","2018","01","21","07:00","-4.8","","-10.8","","63","","22","","13","","24.1","","88.47","","","","-10","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-21 08:00","2018","01","21","08:00","-4.5","","-11.3","","59","","19","","16","","64.4","","88.41","","","","-10","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-21 09:00","2018","01","21","09:00","-2.8","","-10.2","","57","","21","","13","","64.4","","88.39","","","","-7","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-21 10:00","2018","01","21","10:00","-0.6","","-8.7","","55","","20","","10","","64.4","","88.37","","","","-4","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-21 11:00","2018","01","21","11:00","-0.2","","-9.2","","51","","21","","10","","64.4","","88.35","","","","-4","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-21 12:00","2018","01","21","12:00","2.1","","-8.7","","45","","22","","10","","64.4","","88.29","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-21 13:00","2018","01","21","13:00","1.9","","-7.1","","51","","17","","9","","64.4","","88.22","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2018-01-21 14:00","2018","01","21","14:00","2.7","","-6.3","","52","","18","","13","","64.4","","88.17","","","","","","Mostly Cloudy"
